Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,62.655683356825826,7.140014292754264
12.244897959183673,118.83148007925556,5.945393719862521
18.36734693877551,145.20521399791207,7.58765297769173
24.489795918367346,167.1527609372801,3.912598295911262
30.612244897959183,171.02951476366982,3.92519965735666
36.73469387755102,168.92956552915953,2.0750739855532165
42.857142857142854,168.86856272324292,1.2594177155842066
48.97959183673469,169.95405472269863,1.5177501008735985
55.10204081632653,172.26761094986972,1.031790116572521
61.224489795918366,170.6951858976688,1.4203707673421322
67.3469387755102,171.51288499908077,0.9236821790025571
73.46938775510203,174.0470106831484,1.398859511190068
79.59183673469387,174.78495764659797,1.3384892918146645
85.71428571428571,175.42172789404594,1.6657831092014417
91.83673469387755,179.56625293911284,1.2339736025733568
97.95918367346938,180.69904059923428,0.9964852893704338
104.08163265306122,179.88440897438372,1.1399536924196334
110.20408163265306,178.94556047898405,1.2189122226902265
116.3265306122449,176.0609264273329,1.3609784711289694
122.44897959183673,174.55195935141234,1.3577651213482445
128.57142857142856,176.35730337342136,1.3943682642699853
134.6938775510204,180.4234423391016,1.5234536215467795
140.81632653061223,189.51111449752256,1.6823438857363315
146.93877551020407,186.82823623463676,1.3902623986328737
153.0612244897959,185.38818644043235,1.3514550094319915
159.18367346938774,185.00661700561244,1.3058046240129542
165.30612244897958,185.62433325506325,1.3470688542096243
171.42857142857142,184.5410071483483,1.453966291435448
177.55102040816325,184.3663318054454,1.3623033844694994
183.6734693877551,187.67505188512135,1.1299470205445328
189.79591836734693,186.4924382645372,1.0495550020243638
195.91836734693877,188.23668741331136,1.1155729011212159
202.0408163265306,191.4298388578291,0.9658880453644216
208.16326530612244,193.0145564896385,0.9320912350634719
214.28571428571428,194.48772234990395,0.9630101457555807
220.40816326530611,194.9855962238707,0.9795148886139448
226.53061224489795,192.2562343333014,0.9551758190827812
232.6530612244898,186.9172590948753,1.0425114077760156
238.77551020408163,184.59545326183678,1.1717846024449354
244.89795918367346,184.95143147765972,1.2052754309315905
251.0204081632653,184.69326826753158,1.2185542624279508
257.1428571428571,183.15075173135955,1.169502400535458
263.265306122449,184.64908729996466,1.0395473800788688
269.3877551020408,179.9038886403735,1.0724816260109267
275.51020408163265,179.35037870537676,1.1160670011965266
281.63265306122446,178.1829880895603,1.1413594452432643
287.7551020408163,178.49492501269438,1.0943803156662117
293.87755102040813,176.39797435383494,1.1582078352858352
300.0,176.0274642341595,1.2192205827475529
