Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,46.52234779998579,17.098686537393213
12.244897959183673,33.413494927639476,14.379146666719745
18.36734693877551,91.46469855922149,16.444863090418583
24.489795918367346,111.1779502426832,12.684158950720798
30.612244897959183,154.17889599583614,9.095900052932258
36.73469387755102,132.44897119085257,5.713088496191667
42.857142857142854,116.56536071133509,5.189894341509556
48.97959183673469,118.70558628956556,5.704079424542617
55.10204081632653,149.2555741306018,2.9045972645945426
61.224489795918366,167.33648444538892,4.567607810291181
67.3469387755102,182.7389150761263,3.711814868803582
73.46938775510203,192.74655586229477,2.5144264368952007
79.59183673469387,194.77685364976048,2.8163888074127574
85.71428571428571,193.42820402633382,3.283962911409049
91.83673469387755,195.77811685135646,3.376695262334065
97.95918367346938,205.37046273936005,2.8548110348685767
104.08163265306122,210.56057925538929,2.258665533514602
110.20408163265306,210.4563597487022,2.2101919593640016
116.3265306122449,203.87055950483327,2.4348706236686692
122.44897959183673,206.07042724228359,2.446782081126502
128.57142857142856,205.31934753325987,2.2149388544246973
134.6938775510204,198.05993640218762,2.57604627780803
140.81632653061223,187.2641750622913,2.5682365422043074
146.93877551020407,185.5773967581864,2.6575088781740543
153.0612244897959,181.29777219132387,2.4743418175163563
159.18367346938774,175.71589103641557,2.4547932673984705
165.30612244897958,165.67481782036478,2.2950841242301667
171.42857142857142,163.92449262259586,2.3560764475552314
177.55102040816325,161.72245446813332,2.3654711488582874
183.6734693877551,159.9695274397601,2.4160367043829383
189.79591836734693,157.96251217190954,2.090223277920069
195.91836734693877,160.55315786104936,2.070123935281686
202.0408163265306,163.59727270388353,2.029956546167824
208.16326530612244,162.78377513125747,2.198380759923141
214.28571428571428,164.9918334035285,2.328942765237832
220.40816326530611,170.69513337926122,2.3707411532166236
226.53061224489795,182.7375892536272,2.3316171447552976
232.6530612244898,195.74834818035075,2.341164356376107
238.77551020408163,207.59360440042008,2.4011967596382857
244.89795918367346,209.46054415615185,2.5256853789646976
251.0204081632653,209.07357589521723,2.6943127756021172
257.1428571428571,205.30211563155711,2.8488505125699066
263.265306122449,207.85327165365388,3.021218085430089
269.3877551020408,223.81627667397328,2.8632583384601795
275.51020408163265,226.75229386811827,2.704131683032057
281.63265306122446,236.19617922742603,2.610972922091938
287.7551020408163,241.57468705034566,2.3889835066486906
293.87755102040813,240.0797909270327,2.305691598257104
300.0,241.1328258707425,2.3897762696287463
