Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,56.29650400447214,13.385850815721245
12.244897959183673,171.75702391830617,12.39545272495161
18.36734693877551,196.77520893126007,15.71426576613794
24.489795918367346,200.25935178448051,12.433629344511246
30.612244897959183,178.8155355438062,8.980684407911395
36.73469387755102,162.7441154374933,5.970238842276525
42.857142857142854,151.7123294369175,3.942674888123979
48.97959183673469,168.80114410488488,4.546811593599656
55.10204081632653,174.66390194896866,2.921523732890464
61.224489795918366,171.0599351200085,3.068114851584321
67.3469387755102,175.98230238982657,2.832149758365399
73.46938775510203,174.31280410069468,2.7369715251126254
79.59183673469387,174.83235637354886,3.8721416221692913
85.71428571428571,180.89935181649213,3.6240940880577326
91.83673469387755,182.93257446354892,3.321561384999872
97.95918367346938,171.0662037413804,2.5777418179916904
104.08163265306122,168.41027897739195,3.016781023911563
110.20408163265306,164.2549084035985,3.1853991350391957
116.3265306122449,161.91881694917498,3.235417191654811
122.44897959183673,153.00826918642582,3.1195292357109032
128.57142857142856,163.55647699026736,3.2942998093826317
134.6938775510204,170.29401509099466,3.805129344030902
140.81632653061223,192.86350275958202,3.4107627980260244
146.93877551020407,180.1671413294055,2.8371548998305802
153.0612244897959,178.9115475100884,2.818411201908882
159.18367346938774,174.90659892889624,2.7185101920087664
165.30612244897958,178.28880898149794,2.615041248659042
171.42857142857142,184.53000665508011,2.8828042240489586
177.55102040816325,177.19829053258871,2.385532203188117
183.6734693877551,180.4127164573758,2.3028744629370204
189.79591836734693,177.60595352729126,2.213500593410174
195.91836734693877,180.49939359470187,2.3055528222280874
202.0408163265306,178.63196391973935,2.352861056414226
208.16326530612244,180.26981728490384,1.9812254202107336
214.28571428571428,177.37579911997244,1.9957734056988679
220.40816326530611,171.58116784935183,1.9771584646294824
226.53061224489795,167.71704802762005,1.6807863069938167
232.6530612244898,159.17587278510877,1.759776658809018
238.77551020408163,157.0881435113826,1.9460025227372815
244.89795918367346,151.33425120422584,2.194870034214965
251.0204081632653,158.19065136516076,2.1233874608550245
257.1428571428571,153.29976692424674,2.2463303018649605
263.265306122449,149.47316983969324,2.155904185931285
269.3877551020408,145.23942534670405,2.142552477809403
275.51020408163265,145.45147157828313,2.216556668375978
281.63265306122446,146.22713589109333,1.9700731580221709
287.7551020408163,152.17353551413584,1.9145836151253264
293.87755102040813,152.83797102535038,2.034319416430831
300.0,153.7422434584088,2.0798687548593464
