Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,37.32464420512518,7.991995049410552
12.244897959183673,76.15871061615078,6.0649469658389625
18.36734693877551,106.84433312935033,7.455541118683177
24.489795918367346,138.6936047153877,5.866174124910427
30.612244897959183,162.99748727583844,3.1214060715162177
36.73469387755102,173.7870101742992,1.8146824982345144
42.857142857142854,174.97610322218063,1.7289508924066022
48.97959183673469,186.4462673455717,1.214982512643427
55.10204081632653,190.11912263830382,1.2803668714794971
61.224489795918366,194.10946374744262,1.2107896305066164
67.3469387755102,196.19141096255888,0.991086028753151
73.46938775510203,196.83045934226755,0.983738475397045
79.59183673469387,197.3013935628785,0.9827863843217212
85.71428571428571,194.98156812917782,1.1603207687827812
91.83673469387755,189.60580360574843,1.4645560705221343
97.95918367346938,193.09775075112842,0.9838795829175594
104.08163265306122,194.89905135267895,0.8979072362045236
110.20408163265306,194.17420867510572,1.119037807580106
116.3265306122449,193.10534062029842,1.3490696156411819
122.44897959183673,202.27387024760893,0.8307959373258027
128.57142857142856,208.47032508119975,0.9956841572229007
134.6938775510204,209.83501424122633,1.0684913417401793
140.81632653061223,206.8599451457311,1.187276256644256
146.93877551020407,203.63264243767276,1.2424630480419017
153.0612244897959,202.77424838112043,1.149642743722818
159.18367346938774,199.45453103583944,1.2571856950111564
165.30612244897958,198.88292064692715,1.269569569867108
171.42857142857142,194.48385772538904,1.3282377086935255
177.55102040816325,189.38873040412835,1.3242188654191627
183.6734693877551,187.71218240578173,1.2483765959685946
189.79591836734693,184.9007963415031,1.1515224289869417
195.91836734693877,184.73250236849094,1.037865301439692
202.0408163265306,181.03535725882355,1.048190236719152
208.16326530612244,175.20125323564258,1.1289708985260676
214.28571428571428,175.77877552859567,1.122605496827119
220.40816326530611,176.65487746074032,1.132004562573678
226.53061224489795,178.43587929946204,1.1360845947968807
232.6530612244898,179.30911190827118,1.1131896097616063
238.77551020408163,180.23935716069101,1.1843900431354073
244.89795918367346,175.97293546178173,1.1991730507720975
251.0204081632653,175.8823630550371,1.168113598329912
257.1428571428571,170.18355350886276,1.166282351662628
263.265306122449,172.55237132119777,1.0927776000185108
269.3877551020408,175.98100076277439,1.1079329417688466
275.51020408163265,181.99217067900395,1.0499662129899192
281.63265306122446,186.36074452587997,1.0562447678456128
287.7551020408163,192.8739890216201,0.9551653928807332
293.87755102040813,195.1297866675705,0.9456651158626705
300.0,196.00785603038818,0.9232723347465868
