Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,58.67301123960079,8.450351670613081
12.244897959183673,113.12964770280266,7.309222930956581
18.36734693877551,149.92275730531173,9.44877295605623
24.489795918367346,160.57265514917253,7.987904552119124
30.612244897959183,169.4849430694694,5.362155220555745
36.73469387755102,168.5548145835634,4.476148228895542
42.857142857142854,160.12315259134266,3.130704915947754
48.97959183673469,170.89055481101113,2.4678290558830156
55.10204081632653,174.17013946026412,2.3301549708292346
61.224489795918366,175.92421815277163,2.1815037664677153
67.3469387755102,179.09297223960723,1.7311650810526062
73.46938775510203,176.19167576784918,1.818149344506233
79.59183673469387,178.41885839246294,1.8228097056226273
85.71428571428571,182.74199053941751,2.085577417050013
91.83673469387755,184.1943766516967,2.2660376058860465
97.95918367346938,181.71750837361452,1.9421546264753122
104.08163265306122,184.09059075301622,1.653792979644433
110.20408163265306,184.68054948057,2.0499100193167226
116.3265306122449,183.33233471384932,2.275092270393829
122.44897959183673,186.49666689264052,2.270417757884263
128.57142857142856,197.23296690327763,2.3834391406175706
134.6938775510204,201.19411338439096,2.4458971347884217
140.81632653061223,209.10870295531072,2.296414796897011
146.93877551020407,202.92301202046247,1.9479257489101527
153.0612244897959,198.62470303753156,1.8385369142252714
159.18367346938774,195.3014849426292,1.7920233058976485
165.30612244897958,195.07338632962103,1.8289325110844386
171.42857142857142,194.06787732608254,1.6946142157334698
177.55102040816325,187.05846668297414,1.8002000362298065
183.6734693877551,186.406930077638,1.5995261120753552
189.79591836734693,181.02966355663685,1.3674767466578368
195.91836734693877,181.65331326681377,1.4725394586001659
202.0408163265306,183.48407384024955,1.4018174864137416
208.16326530612244,183.15896702960225,1.28386100655727
214.28571428571428,183.8607674164966,1.238635342553549
220.40816326530611,180.33176268859603,1.3365937200392501
226.53061224489795,178.0385775863367,1.1834929003381576
232.6530612244898,172.20723596320332,1.175857829643723
238.77551020408163,168.68454365818553,1.2831019776026849
244.89795918367346,170.64635234821986,1.4561296658661633
251.0204081632653,173.49832537575236,1.3979802708867257
257.1428571428571,173.65756549184465,1.5210548291896182
263.265306122449,172.6112845102701,1.5230962506694492
269.3877551020408,171.33056294163214,1.5007290825014425
275.51020408163265,173.7268279318801,1.4717937135998782
281.63265306122446,176.18380169723645,1.372644998020571
287.7551020408163,176.3749242247003,1.3679206387759941
293.87755102040813,178.6403752252433,1.4040556273021103
300.0,180.90356001223702,1.4519636991220026
