Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,39.623901095462855,10.259256903588815
12.244897959183673,89.30301352254216,9.088164709316693
18.36734693877551,118.43181460235058,9.028891277077978
24.489795918367346,176.2233055862209,4.220238029211147
30.612244897959183,181.45001837052635,2.734324037540025
36.73469387755102,176.7791685946037,1.3374242170100186
42.857142857142854,165.49232691569594,1.1006709079141554
48.97959183673469,159.79568839708097,1.491366401441967
55.10204081632653,162.80839235882942,1.3297042065514142
61.224489795918366,163.2543633782024,1.4697839783829643
67.3469387755102,164.42346090418573,1.7440653617516912
73.46938775510203,173.35538191928467,0.9600848923283066
79.59183673469387,169.10612379147378,1.3294743861709941
85.71428571428571,166.55495716358865,1.3042111650292654
91.83673469387755,169.3660244634735,1.255607032736232
97.95918367346938,175.58516476612783,1.3396833593598854
104.08163265306122,179.25892710879765,1.0608171522465892
110.20408163265306,175.97763007915836,1.0369791564987663
116.3265306122449,174.9956906911211,0.855692919947054
122.44897959183673,174.2250369235834,0.9241456825094923
128.57142857142856,175.17773719415052,1.1120892201283814
134.6938775510204,175.13377490971067,1.0495163313602152
140.81632653061223,172.0451829663513,1.1322095647152595
146.93877551020407,172.37280032741668,1.0761511395745988
153.0612244897959,172.042553762875,1.157578971457856
159.18367346938774,173.3472133569764,1.030187451883982
165.30612244897958,173.28319741052425,0.942203038054983
171.42857142857142,170.29093189268525,1.0400241324176822
177.55102040816325,174.24313139642112,0.9485337552191309
183.6734693877551,179.53442412182784,0.8665858030620329
189.79591836734693,185.1101630566606,1.052405291273331
195.91836734693877,189.66442708022942,0.9809448428733344
202.0408163265306,193.6781161682013,0.9590878846128627
208.16326530612244,192.69683610660087,1.1634447595545836
214.28571428571428,191.33260737793006,1.1493250382608233
220.40816326530611,193.2712167598197,1.1276262037869975
226.53061224489795,193.81819600521752,1.0609047455268525
232.6530612244898,198.14525218186398,1.083102046427647
238.77551020408163,199.80959951028547,1.0874201479500614
244.89795918367346,197.43301349997938,1.1227650661032658
251.0204081632653,197.14648249602584,1.0414711173674607
257.1428571428571,196.61618017450363,1.0508407979018703
263.265306122449,199.5256264851169,1.0523461437815786
269.3877551020408,200.51904185018475,1.001167937997167
275.51020408163265,202.23221853506544,0.9501822828744979
281.63265306122446,203.18414127931277,0.9480163181718883
287.7551020408163,202.53769799385176,1.0363070057770263
293.87755102040813,201.10066202969801,1.0404153834920105
300.0,197.7883267120933,1.0981212480434366
