Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,19.859530145333373,10.85008347686115
12.244897959183673,17.442030740178676,14.23813697150886
18.36734693877551,80.34727183746021,16.095167840514645
24.489795918367346,130.88762467516693,13.13532146950103
30.612244897959183,182.10429591344186,8.434208742531968
36.73469387755102,166.2401450822472,6.094837708105577
42.857142857142854,129.8627098586408,5.22094819289095
48.97959183673469,117.36061470254569,5.681915303372897
55.10204081632653,138.79678267124456,3.052467142704447
61.224489795918366,152.14626047866182,4.4109876416138025
67.3469387755102,165.70588558948697,3.9146177800107713
73.46938775510203,177.76388046375945,2.941799647039501
79.59183673469387,176.0472366898287,3.015724278340838
85.71428571428571,169.30912667567998,3.563358673847966
91.83673469387755,177.77061793848506,3.0750908322390496
97.95918367346938,191.38942508418492,3.024133858414005
104.08163265306122,201.20045422618716,2.396830250076719
110.20408163265306,193.16782600546196,2.893947016871932
116.3265306122449,185.60569072444747,2.2140566863735374
122.44897959183673,179.45650814968718,2.4223644276960514
128.57142857142856,176.60871913337724,2.171557246212867
134.6938775510204,171.72139688896888,2.6146239978187817
140.81632653061223,162.16014275000612,2.6157473616089373
146.93877551020407,155.27836042585565,2.369260146443556
153.0612244897959,160.44480354728412,2.2448922254276513
159.18367346938774,155.8275860508686,2.1062407020426486
165.30612244897958,153.21898553798653,1.943849499191154
171.42857142857142,151.3612700234842,2.164966538670725
177.55102040816325,158.61887891011935,2.149070950025253
183.6734693877551,158.13960727571407,2.2197135160251404
189.79591836734693,165.95978526504604,2.002022221908022
195.91836734693877,168.2116255519094,2.1980282444103563
202.0408163265306,174.33841558642237,2.113023437930302
208.16326530612244,172.41569273943173,2.1823612934233636
214.28571428571428,170.01526408592827,2.3407507752910863
220.40816326530611,179.49558434492008,2.420800032396387
226.53061224489795,190.4584169008371,2.3328360164612576
232.6530612244898,199.04807067129914,2.3253485422942126
238.77551020408163,203.50351651433496,2.2194419803360477
244.89795918367346,204.5130770761581,2.3421029228528094
251.0204081632653,202.9005560603598,2.347108009403877
257.1428571428571,197.49561381038592,2.617860678730628
263.265306122449,197.83426077322758,2.590583112404819
269.3877551020408,208.20773103526756,2.640299329391189
275.51020408163265,211.72006096014812,2.567730892807727
281.63265306122446,216.89975964029804,2.541437341876862
287.7551020408163,223.61624244253514,2.34645404840967
293.87755102040813,219.08807746198252,2.5007700311766716
300.0,224.12133415708917,2.440729504342463
