Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,64.07713835678042,8.55464863676429
12.244897959183673,100.28110117945585,6.64071134532958
18.36734693877551,124.4085230897863,7.867743239095324
24.489795918367346,161.33551514093782,5.965546780921108
30.612244897959183,168.83877928351703,4.126875243371527
36.73469387755102,165.01605971438994,2.250267719603087
42.857142857142854,149.57325996397034,1.8047909968267215
48.97959183673469,152.20876236196398,2.2237570220624128
55.10204081632653,162.96801730030487,1.7223814342316706
61.224489795918366,173.53082881355664,1.5836265636539155
67.3469387755102,182.79349013497128,1.374516801961716
73.46938775510203,186.71096518999542,1.167902185056089
79.59183673469387,187.431038252728,1.3889949931424928
85.71428571428571,187.78779544604544,1.5586432627607534
91.83673469387755,191.32514032078484,1.6565320756680397
97.95918367346938,196.07085678656708,1.0697681962303425
104.08163265306122,196.1573691990769,0.9598482514830475
110.20408163265306,195.32822874113282,1.1492543916796725
116.3265306122449,191.39073070459276,1.222076390156937
122.44897959183673,192.96027482278683,1.0646676052891741
128.57142857142856,191.35912473798822,1.1570319193312908
134.6938775510204,189.5787062841247,1.2162697514524905
140.81632653061223,185.9262896083835,1.2655974140939998
146.93877551020407,184.68104505669112,1.2002955660407173
153.0612244897959,183.71421845429822,1.3023522208468223
159.18367346938774,177.31181025664998,1.4029844358547832
165.30612244897958,173.3750997014601,1.4236365815475962
171.42857142857142,169.39564160306605,1.4334901149646195
177.55102040816325,170.461329996295,1.3273356426568201
183.6734693877551,171.3006709760858,1.3027307925592044
189.79591836734693,173.95383218031725,1.2513107580537113
195.91836734693877,179.2278042613645,1.1772847270156996
202.0408163265306,181.6754058023371,1.178897855414509
208.16326530612244,179.97167351647533,1.2051695890140712
214.28571428571428,178.3851174215588,1.2387771565157641
220.40816326530611,176.69506487814783,1.3376519991095492
226.53061224489795,183.54536335909023,1.293680579787549
232.6530612244898,186.92196028803806,1.306965888001788
238.77551020408163,186.48894939973366,1.4349218446376923
244.89795918367346,186.940096995938,1.4388837030371078
251.0204081632653,190.27471032759976,1.458356404241355
257.1428571428571,187.26067431360383,1.446345894596981
263.265306122449,190.8687944077971,1.4509560064887044
269.3877551020408,198.15106531607475,1.3860423854599906
275.51020408163265,201.19690959256138,1.3935957895395668
281.63265306122446,205.58535551113687,1.3700519386319823
287.7551020408163,209.36634256057516,1.2779496241093682
293.87755102040813,208.24717264297416,1.3242397796435232
300.0,206.9271037512982,1.3650064740113135
