Radius [''],V_phi [km/s],V_phi error [km/s]
0.0,0.0,0.0
6.122448979591836,62.928300336442334,9.4047263367265
12.244897959183673,137.8785314932564,6.246367986853293
18.36734693877551,159.8353391955254,9.035015282830626
24.489795918367346,178.34354754320236,4.647282029713687
30.612244897959183,176.21986993288107,4.011343743693732
36.73469387755102,169.6979194048118,3.5189276972459815
42.857142857142854,167.776447988421,1.9833505524169477
48.97959183673469,166.61416933142613,2.139920511011262
55.10204081632653,174.327361555499,1.1067174817404457
61.224489795918366,172.96324283984177,1.589101751225836
67.3469387755102,172.46943821985158,1.3395791810411
73.46938775510203,174.7679746215312,1.5986176734527426
79.59183673469387,177.27048156712283,1.4216120496660425
85.71428571428571,180.49042358193344,1.4971308398452465
91.83673469387755,180.1073213235318,1.5751954099304322
97.95918367346938,179.8982031226618,1.1931126196720427
104.08163265306122,177.72456374240062,1.3938004664851036
110.20408163265306,176.90507540009358,1.545679150670058
116.3265306122449,173.83429446098583,1.6158173993949954
122.44897959183673,169.77478352130132,1.8173424896200627
128.57142857142856,177.04841849479755,1.6214477069563533
134.6938775510204,179.69476598655837,1.972952212929604
140.81632653061223,191.4683065450724,1.9055837343169206
146.93877551020407,184.98249529883697,1.5698830404107351
153.0612244897959,184.85061973948632,1.5831057275489313
159.18367346938774,184.23970762031723,1.4892476626558564
165.30612244897958,183.2400079491236,1.6505241817944123
171.42857142857142,187.62409589355912,1.4717292928040797
177.55102040816325,182.70270637951648,1.537717991939985
183.6734693877551,185.5023237265895,1.304903839920258
189.79591836734693,183.91363321990892,1.2489405393981818
195.91836734693877,188.70425100165917,1.245175815822316
202.0408163265306,190.33908889807188,1.1328570193029477
208.16326530612244,191.77865810193282,1.0188243649744388
214.28571428571428,192.31992509860046,1.0914964436960315
220.40816326530611,190.32917001244851,1.1407218284705045
226.53061224489795,187.04743378238635,1.0557945255545094
232.6530612244898,182.63315110202902,1.1381007722016996
238.77551020408163,180.61057287096014,1.2515243449057818
244.89795918367346,178.66615256623194,1.3338662998246478
251.0204081632653,179.8400116805684,1.3231855008172915
257.1428571428571,175.8607476290414,1.3482515707002263
263.265306122449,176.9852407480644,1.1827693139618323
269.3877551020408,173.28203315080387,1.1972537636695475
275.51020408163265,174.04549105170253,1.2144093306494836
281.63265306122446,174.6185805056685,1.1368507590659984
287.7551020408163,172.83183847555165,1.2205848878299834
293.87755102040813,172.70025492010208,1.2652475805100938
300.0,171.80277107995096,1.2826813432162552
